order_id,date,region,product,quantity,unit_price,revenue
3005,2024-03-20,West,Laptop,1,1014.27,1014.27
3006,2024-03-20,East,Mouse,3,25.1,75.3
3007,2024-03-20,South,Chair,3,164.66,493.98
3007,2024-03-20,South,Smartphone,1,809.07,809.07
3008,2024-03-20,North,Headphones,3,74.45,223.35
3008,2024-03-20,North,Keyboard,4,42.96,171.84
3008,2024-03-20,North,Printer,1,152.52,152.52
3009,2024-03-20,East,Tablet,3,513.62,1540.86
3010,2024-03-20,East,Chair,3,168.81,506.43
3010,2024-03-20,East,Desk,4,213.29,853.16
3011,2024-03-20,East,Monitor,4,209.99,839.96
3011,2024-03-20,East,Laptop,2,1030.41,2060.82
3012,2024-03-20,East,Keyboard,2,41.71,83.42
3012,2024-03-20,East,Keyboard,3,45.42,136.26
3012,2024-03-20,East,Headphones,3,85.37,256.11
3013,2024-03-20,West,Printer,4,134.52,538.08
3014,2024-03-20,West,Printer,2,134.18,268.36
3014,2024-03-20,West,Headphones,4,72.75,291.0
3014,2024-03-20,West,Monitor,4,219.62,878.48
3015,2024-03-20,North,Desk,2,198.16,396.32
3015,2024-03-20,North,Mouse,3,25.54,76.62
3016,2024-03-20,East,Headphones,2,73.86,147.72
3016,2024-03-20,East,Laptop,2,1183.76,2367.52
3016,2024-03-20,East,Desk,3,215.61,646.83
3017,2024-03-20,West,Desk,1,191.48,191.48
3017,2024-03-20,West,Chair,1,169.81,169.81
3017,2024-03-20,West,Smartphone,4,786.29,3145.16
3018,2024-03-20,East,Mouse,4,22.55,90.2
3018,2024-03-20,East,Chair,4,156.56,626.24
3018,2024-03-20,East,Mouse,2,25.12,50.24
3019,2024-03-20,East,Tablet,2,458.88,917.76
3019,2024-03-20,East,Mouse,1,25.58,25.58
3019,2024-03-20,East,Headphones,1,75.56,75.56
3020,2024-03-20,North,Printer,4,145.87,583.48
3021,2024-03-20,South,Desk,3,199.74,599.22
3022,2024-03-21,North,Keyboard,2,47.08,94.16
3022,2024-03-21,North,Printer,4,148.94,595.76
3023,2024-03-21,South,Tablet,3,538.17,1614.51
3023,2024-03-21,South,Headphones,3,78.78,236.34
3023,2024-03-21,South,Tablet,4,511.03,2044.12
3024,2024-03-21,North,Laptop,1,1131.55,1131.55
3024,2024-03-21,North,Mouse,1,25.01,25.01
3024,2024-03-21,North,Smartphone,3,846.93,2540.79
3025,2024-03-21,West,Mouse,3,25.1,75.3
3025,2024-03-21,West,Monitor,1,200.07,200.07
3025,2024-03-21,West,Headphones,1,84.22,84.22
3026,2024-03-21,North,Smartphone,1,761.76,761.76
3026,2024-03-21,North,Chair,3,145.39,436.17
3026,2024-03-21,North,Desk,2,211.1,422.2
3027,2024-03-21,West,Chair,1,159.46,159.46
3027,2024-03-21,West,Tablet,2,494.77,989.54
3028,2024-03-21,North,Printer,2,133.86,267.72
3029,2024-03-21,North,Tablet,4,517.48,2069.92
3030,2024-03-21,West,Laptop,2,1107.68,2215.36
3030,2024-03-21,West,Mouse,2,23.27,46.54
3030,2024-03-21,West,Printer,2,153.47,306.94
3031,2024-03-21,North,Smartphone,1,767.25,767.25
3032,2024-03-21,West,Desk,3,193.81,581.43
3033,2024-03-21,East,Keyboard,3,45.27,135.81
3033,2024-03-21,East,Tablet,3,543.02,1629.06
3033,2024-03-21,East,Chair,4,164.85,659.4
3034,2024-03-21,North,Printer,1,149.69,149.69
3034,2024-03-21,North,Headphones,3,87.62,262.86
3035,2024-03-21,South,Printer,2,135.42,270.84
3036,2024-03-21,South,Chair,3,148.14,444.42
3036,2024-03-21,South,Mouse,4,23.73,94.92
3036,2024-03-21,South,Monitor,1,222.4,222.4
3037,2024-03-21,North,Monitor,4,219.32,877.28
3038,2024-03-21,South,Tablet,2,547.96,1095.92
3038,2024-03-21,South,Chair,4,145.76,583.04
3038,2024-03-21,South,Smartphone,2,814.51,1629.02
3039,2024-03-21,East,Monitor,2,200.62,401.24
3039,2024-03-21,East,Smartphone,3,774.44,2323.32
3039,2024-03-21,East,Chair,2,152.24,304.48
3040,2024-03-21,West,Tablet,1,548.13,548.13
3041,2024-03-21,South,Chair,3,152.53,457.59
3042,2024-03-21,South,Laptop,4,1190.71,4762.84
3043,2024-03-21,North,Smartphone,4,816.23,3264.92
3044,2024-03-22,East,Monitor,3,238.21,714.63
3044,2024-03-22,East,Smartphone,4,786.64,3146.56
3045,2024-03-22,West,Mouse,3,26.24,78.72
3045,2024-03-22,West,Printer,1,127.55,127.55
3045,2024-03-22,West,Printer,1,129.22,129.22
3046,2024-03-22,South,Keyboard,3,44.33,132.99
3046,2024-03-22,South,Desk,2,196.68,393.36
3047,2024-03-22,West,Tablet,4,481.91,1927.64
3047,2024-03-22,West,Smartphone,2,807.75,1615.5
3048,2024-03-22,East,Laptop,3,1036.99,3110.97
3049,2024-03-22,West,Keyboard,3,47.57,142.71
3049,2024-03-22,West,Headphones,2,75.15,150.3
3050,2024-03-22,South,Keyboard,1,41.01,41.01
3050,2024-03-22,South,Tablet,1,541.73,541.73
3050,2024-03-22,South,Chair,1,165.49,165.49
3051,2024-03-22,South,Desk,2,197.26,394.52
3051,2024-03-22,South,Chair,1,174.84,174.84
3052,2024-03-22,North,Laptop,3,1040.41,3121.23
3052,2024-03-22,North,Chair,2,157.33,314.66
3053,2024-03-22,East,Chair,4,149.22,596.88
3053,2024-03-22,East,Tablet,2,512.08,1024.16
3054,2024-03-22,West,Tablet,2,452.63,905.26
3054,2024-03-22,West,Headphones,1,75.87,75.87
3055,2024-03-22,South,Laptop,1,1033.46,1033.46
3055,2024-03-22,South,Headphones,1,79.58,79.58
3056,2024-03-22,South,Headphones,4,87.21,348.84
3056,2024-03-22,South,Chair,1,168.84,168.84
3056,2024-03-22,South,Headphones,4,72.58,290.32
3057,2024-03-22,East,Printer,1,136.26,136.26
3057,2024-03-22,East,Smartphone,1,850.21,850.21
3058,2024-03-22,South,Desk,4,199.77,799.08
3058,2024-03-22,South,Smartphone,3,764.48,2293.44
3058,2024-03-22,South,Printer,4,140.46,561.84
3059,2024-03-22,North,Tablet,2,501.99,1003.98
3059,2024-03-22,North,Tablet,2,542.28,1084.56
3059,2024-03-22,North,Tablet,3,524.72,1574.16
3060,2024-03-22,West,Headphones,4,80.3,321.2
3060,2024-03-22,West,Desk,1,217.08,217.08
3060,2024-03-22,West,Printer,1,148.23,148.23
3061,2024-03-22,East,Desk,4,191.6,766.4
3062,2024-03-22,South,Desk,2,195.63,391.26
3062,2024-03-22,South,Smartphone,2,731.66,1463.32
3063,2024-03-22,North,Printer,1,131.69,131.69
3064,2024-03-22,East,Smartphone,4,855.48,3421.92
3064,2024-03-22,East,Laptop,1,1197.83,1197.83
3064,2024-03-22,East,Laptop,4,1163.0,4652.0
3065,2024-03-22,South,Printer,3,126.58,379.74
3065,2024-03-22,South,Printer,1,152.75,152.75
3065,2024-03-22,South,Monitor,4,218.22,872.88
3066,2024-03-22,East,Monitor,4,199.79,799.16
3066,2024-03-22,East,Smartphone,4,762.34,3049.36
3066,2024-03-22,East,Tablet,4,490.83,1963.32
3067,2024-03-22,North,Monitor,4,231.37,925.48
3067,2024-03-22,North,Desk,2,184.78,369.56
3068,2024-03-23,South,Headphones,4,75.5,302.0
3068,2024-03-23,South,Keyboard,1,45.67,45.67
3068,2024-03-23,South,Keyboard,2,49.44,98.88
3069,2024-03-23,South,Headphones,2,80.26,160.52
3070,2024-03-23,West,Mouse,2,24.11,48.22
3070,2024-03-23,West,Keyboard,4,40.68,162.72
3070,2024-03-23,West,Printer,2,129.09,258.18
3071,2024-03-23,East,Monitor,1,211.57,211.57
3072,2024-03-23,East,Tablet,3,462.61,1387.83
3073,2024-03-23,North,Chair,1,148.07,148.07
3073,2024-03-23,North,Mouse,4,22.63,90.52
3074,2024-03-23,South,Keyboard,4,48.21,192.84
3075,2024-03-23,North,Printer,3,141.57,424.71
3076,2024-03-23,North,Chair,4,144.78,579.12
3076,2024-03-23,North,Smartphone,2,728.27,1456.54
3076,2024-03-23,North,Smartphone,3,812.48,2437.44
3077,2024-03-23,West,Mouse,4,23.16,92.64
3078,2024-03-23,West,Printer,3,149.29,447.87
3078,2024-03-23,West,Laptop,2,1173.14,2346.28
3079,2024-03-23,South,Printer,3,132.0,396.0
3079,2024-03-23,South,Laptop,2,1028.35,2056.7
3080,2024-03-23,East,Printer,2,151.35,302.7
3080,2024-03-23,East,Smartphone,2,799.15,1598.3
3080,2024-03-23,East,Laptop,3,1013.02,3039.06
3081,2024-03-23,North,Smartphone,3,734.25,2202.75
3081,2024-03-23,North,Laptop,2,1170.33,2340.66
3081,2024-03-23,North,Smartphone,1,740.05,740.05
3082,2024-03-23,West,Printer,2,136.12,272.24
3082,2024-03-23,West,Smartphone,3,800.2,2400.6
3082,2024-03-23,West,Mouse,4,22.8,91.2
3083,2024-03-23,North,Printer,3,143.76,431.28
3084,2024-03-23,West,Smartphone,2,728.13,1456.26
3084,2024-03-23,West,Smartphone,3,782.1,2346.3
3084,2024-03-23,West,Keyboard,2,41.71,83.42
3085,2024-03-23,East,Smartphone,3,774.93,2324.79
3085,2024-03-23,East,Laptop,1,998.62,998.62
3085,2024-03-23,East,Smartphone,2,741.36,1482.72
3086,2024-03-23,South,Chair,2,145.09,290.18
3087,2024-03-23,East,Desk,4,193.05,772.2
3088,2024-03-23,North,Tablet,1,518.96,518.96
3088,2024-03-23,North,Chair,4,147.19,588.76
3089,2024-03-23,West,Headphones,4,86.4,345.6
3089,2024-03-23,West,Smartphone,4,817.26,3269.04
3089,2024-03-23,West,Chair,3,165.61,496.83
3090,2024-03-23,North,Keyboard,2,40.56,81.12
3090,2024-03-23,North,Tablet,1,519.06,519.06
3091,2024-03-23,West,Desk,4,214.67,858.68
3091,2024-03-23,West,Chair,3,144.16,432.48
3091,2024-03-23,West,Chair,2,170.02,340.04
3092,2024-03-23,West,Laptop,2,1106.83,2213.66
3092,2024-03-23,West,Laptop,2,1197.97,2395.94
3092,2024-03-23,West,Tablet,2,521.03,1042.06
3093,2024-03-23,East,Printer,4,146.87,587.48
3094,2024-03-23,South,Printer,3,151.69,455.07
3094,2024-03-23,South,Desk,1,190.05,190.05
3094,2024-03-23,South,Laptop,4,1080.82,4323.28
3095,2024-03-23,West,Headphones,3,80.72,242.16
3095,2024-03-23,West,Tablet,4,502.79,2011.16
3096,2024-03-23,North,Mouse,3,25.02,75.06
3096,2024-03-23,North,Smartphone,1,720.88,720.88
3097,2024-03-23,South,Monitor,3,238.1,714.3
3097,2024-03-23,South,Keyboard,2,48.95,97.9
3097,2024-03-23,South,Tablet,1,481.96,481.96
3098,2024-03-23,East,Desk,1,206.99,206.99
3099,2024-03-23,South,Smartphone,1,870.51,870.51
3100,2024-03-23,South,Mouse,4,24.61,98.44
3101,2024-03-23,West,Monitor,2,216.37,432.74
3101,2024-03-23,West,Headphones,2,84.04,168.08
3101,2024-03-23,West,Laptop,1,1199.61,1199.61
3102,2024-03-23,West,Desk,1,209.53,209.53
3102,2024-03-23,West,Monitor,3,205.35,616.05
3103,2024-03-23,South,Keyboard,1,47.21,47.21
3104,2024-03-23,North,Chair,3,159.53,478.59
3104,2024-03-23,North,Smartphone,2,867.41,1734.82
3104,2024-03-23,North,Printer,3,151.1,453.3
3105,2024-03-23,East,Headphones,2,87.98,175.96
3105,2024-03-23,East,Tablet,4,455.18,1820.72
3106,2024-03-24,South,Desk,2,197.97,395.94
3106,2024-03-24,South,Tablet,1,472.09,472.09
3107,2024-03-24,South,Printer,4,132.48,529.92
3108,2024-03-24,East,Laptop,1,1125.78,1125.78
3108,2024-03-24,East,Smartphone,3,725.34,2176.02
3108,2024-03-24,East,Laptop,1,1076.91,1076.91
3109,2024-03-24,East,Printer,3,136.85,410.55
3110,2024-03-24,South,Laptop,4,1085.41,4341.64
3111,2024-03-24,South,Laptop,1,1032.63,1032.63
3112,2024-03-24,East,Keyboard,2,42.97,85.94
3113,2024-03-24,West,Desk,1,205.42,205.42
3114,2024-03-24,North,Laptop,3,1023.48,3070.44
3115,2024-03-24,West,Headphones,2,83.72,167.44
3115,2024-03-24,West,Mouse,4,27.39,109.56
3115,2024-03-24,West,Headphones,1,78.83,78.83
3116,2024-03-24,West,Printer,2,152.0,304.0
3116,2024-03-24,West,Laptop,1,1061.95,1061.95
3117,2024-03-24,East,Printer,3,135.66,406.98
3117,2024-03-24,East,Chair,1,149.0,149.0
3118,2024-03-24,North,Chair,1,175.49,175.49
3118,2024-03-24,North,Printer,2,148.81,297.62
3118,2024-03-24,North,Desk,1,182.29,182.29
3119,2024-03-24,West,Keyboard,1,42.06,42.06
3119,2024-03-24,West,Smartphone,3,790.88,2372.64
3120,2024-03-24,West,Printer,2,142.05,284.1
3121,2024-03-24,West,Desk,4,201.2,804.8
3121,2024-03-24,West,Keyboard,4,44.08,176.32
3121,2024-03-24,West,Chair,1,171.93,171.93
3122,2024-03-24,East,Printer,2,152.82,305.64
3122,2024-03-24,East,Smartphone,1,842.72,842.72
3123,2024-03-24,North,Desk,2,196.39,392.78
3123,2024-03-24,North,Mouse,4,25.6,102.4
3124,2024-03-24,East,Monitor,2,208.0,416.0
3124,2024-03-24,East,Desk,4,219.06,876.24
3124,2024-03-24,East,Headphones,1,83.75,83.75
3125,2024-03-24,West,Tablet,1,456.91,456.91
3125,2024-03-24,West,Monitor,1,216.54,216.54
3125,2024-03-24,West,Monitor,3,208.08,624.24
3126,2024-03-24,East,Headphones,2,72.39,144.78
3127,2024-03-24,North,Chair,1,167.35,167.35
3127,2024-03-24,North,Chair,2,162.39,324.78
3128,2024-03-24,North,Desk,3,183.3,549.9
3129,2024-03-24,East,Tablet,4,514.53,2058.12
3130,2024-03-24,North,Monitor,3,224.32,672.96
3131,2024-03-24,East,Laptop,1,1046.68,1046.68
3132,2024-03-24,North,Smartphone,2,812.94,1625.88
3133,2024-03-24,East,Chair,1,154.67,154.67
3134,2024-03-24,East,Mouse,2,25.71,51.42
3135,2024-03-24,West,Headphones,1,77.21,77.21
3136,2024-03-24,North,Printer,1,149.87,149.87
3136,2024-03-24,North,Printer,4,133.87,535.48
3136,2024-03-24,North,Laptop,4,1142.2,4568.8
3137,2024-03-24,North,Monitor,2,221.91,443.82
3138,2024-03-24,West,Printer,2,150.33,300.66
3139,2024-03-25,North,Mouse,2,26.16,52.32
3139,2024-03-25,North,Monitor,2,218.35,436.7
3139,2024-03-25,North,Headphones,2,87.86,175.72
3140,2024-03-25,West,Mouse,1,25.44,25.44
3140,2024-03-25,West,Keyboard,2,41.9,83.8
3140,2024-03-25,West,Monitor,3,213.01,639.03
3141,2024-03-25,South,Desk,3,185.59,556.77
3142,2024-03-25,East,Laptop,2,1158.99,2317.98
3142,2024-03-25,East,Printer,3,126.32,378.96
3143,2024-03-25,North,Tablet,3,504.65,1513.95
3143,2024-03-25,North,Keyboard,1,42.61,42.61
3144,2024-03-25,West,Chair,1,149.87,149.87
3145,2024-03-25,South,Tablet,3,538.48,1615.44
3146,2024-03-25,West,Headphones,3,87.11,261.33
3146,2024-03-25,West,Keyboard,1,48.66,48.66
3146,2024-03-25,West,Headphones,2,74.23,148.46
3147,2024-03-25,East,Headphones,3,86.81,260.43
3147,2024-03-25,East,Mouse,1,26.97,26.97
3148,2024-03-25,South,Smartphone,3,868.12,2604.36
3149,2024-03-25,West,Keyboard,2,42.06,84.12
3150,2024-03-25,West,Chair,3,173.8,521.4
3150,2024-03-25,West,Mouse,3,27.45,82.35
3150,2024-03-25,West,Keyboard,1,45.18,45.18
3151,2024-03-25,East,Headphones,4,72.54,290.16
3151,2024-03-25,East,Keyboard,3,45.68,137.04
3151,2024-03-25,East,Keyboard,3,49.06,147.18
3152,2024-03-25,West,Printer,4,152.97,611.88
3152,2024-03-25,West,Smartphone,4,794.57,3178.28
3153,2024-03-25,South,Headphones,3,76.56,229.68
3153,2024-03-25,South,Tablet,3,492.67,1478.01
3154,2024-03-25,South,Mouse,1,24.01,24.01
3154,2024-03-25,South,Smartphone,2,765.85,1531.7
3155,2024-03-25,South,Monitor,1,221.43,221.43
3155,2024-03-25,South,Desk,3,216.57,649.71
3155,2024-03-25,South,Headphones,3,80.09,240.27
3156,2024-03-25,West,Chair,2,168.67,337.34
3156,2024-03-25,West,Tablet,1,509.61,509.61
3156,2024-03-25,West,Monitor,4,238.52,954.08
3157,2024-03-25,West,Smartphone,4,752.63,3010.52
3158,2024-03-25,West,Printer,3,152.79,458.37
3158,2024-03-25,West,Smartphone,4,853.79,3415.16
3159,2024-03-25,South,Mouse,1,22.56,22.56
3160,2024-03-25,East,Headphones,1,80.4,80.4
3160,2024-03-25,East,Smartphone,2,828.64,1657.28
3161,2024-03-25,North,Smartphone,4,843.63,3374.52
3161,2024-03-25,North,Keyboard,3,43.44,130.32
3161,2024-03-25,North,Monitor,2,212.4,424.8
3162,2024-03-25,North,Smartphone,4,744.03,2976.12
3163,2024-03-25,North,Desk,4,191.51,766.04
3163,2024-03-25,North,Headphones,4,83.04,332.16
3164,2024-03-26,North,Monitor,2,220.38,440.76
3164,2024-03-26,North,Smartphone,2,736.35,1472.7
3164,2024-03-26,North,Keyboard,1,46.73,46.73
3165,2024-03-26,North,Smartphone,2,731.31,1462.62
3165,2024-03-26,North,Smartphone,3,768.99,2306.97
3166,2024-03-26,West,Monitor,3,208.14,624.42
3166,2024-03-26,West,Desk,1,195.37,195.37
3166,2024-03-26,West,Mouse,3,25.03,75.09
3167,2024-03-26,East,Desk,4,216.93,867.72
3167,2024-03-26,East,Headphones,3,78.73,236.19
3167,2024-03-26,East,Laptop,4,1163.73,4654.92
3168,2024-03-26,East,Tablet,3,483.46,1450.38
3169,2024-03-26,North,Laptop,4,1004.6,4018.4
3170,2024-03-26,East,Chair,3,149.82,449.46
3170,2024-03-26,East,Keyboard,3,45.3,135.9
3171,2024-03-26,South,Chair,2,144.9,289.8
3171,2024-03-26,South,Chair,4,157.29,629.16
3171,2024-03-26,South,Laptop,3,1165.32,3495.96
3172,2024-03-26,East,Printer,2,135.01,270.02
3173,2024-03-26,West,Smartphone,3,829.51,2488.53
3173,2024-03-26,West,Smartphone,3,859.15,2577.45
3174,2024-03-26,North,Chair,3,170.42,511.26
3175,2024-03-26,West,Monitor,3,232.89,698.67
3175,2024-03-26,West,Smartphone,3,735.07,2205.21
3175,2024-03-26,West,Monitor,1,211.23,211.23
3176,2024-03-27,South,Desk,4,190.46,761.84
3177,2024-03-27,East,Printer,4,132.39,529.56
3178,2024-03-27,North,Tablet,4,486.81,1947.24
3178,2024-03-27,North,Keyboard,1,40.8,40.8
3178,2024-03-27,North,Desk,3,206.49,619.47
3179,2024-03-27,South,Smartphone,3,813.23,2439.69
3179,2024-03-27,South,Desk,2,189.26,378.52
3180,2024-03-27,North,Tablet,3,546.51,1639.53
3180,2024-03-27,North,Tablet,2,474.64,949.28
3181,2024-03-27,East,Printer,2,136.25,272.5
3181,2024-03-27,East,Laptop,4,1056.67,4226.68
3181,2024-03-27,East,Monitor,4,214.74,858.96
3182,2024-03-27,East,Headphones,3,73.73,221.19
3182,2024-03-27,East,Desk,2,198.17,396.34
3182,2024-03-27,East,Desk,4,215.01,860.04
3183,2024-03-27,South,Chair,1,162.56,162.56
3183,2024-03-27,South,Chair,2,170.51,341.02
3183,2024-03-27,South,Monitor,1,234.91,234.91
3184,2024-03-27,West,Tablet,3,517.79,1553.37
3185,2024-03-27,South,Monitor,1,215.18,215.18
3185,2024-03-27,South,Monitor,3,232.05,696.15
3186,2024-03-27,East,Desk,3,191.92,575.76
3187,2024-03-27,East,Headphones,2,72.94,145.88
3187,2024-03-27,East,Chair,3,156.81,470.43
3188,2024-03-27,West,Smartphone,2,744.76,1489.52
3188,2024-03-27,West,Printer,2,131.94,263.88
3188,2024-03-27,West,Chair,3,164.81,494.43
3189,2024-03-28,West,Keyboard,4,42.44,169.76
3189,2024-03-28,West,Laptop,1,997.58,997.58
3189,2024-03-28,West,Chair,3,162.62,487.86
3190,2024-03-28,North,Laptop,2,1194.07,2388.14
3190,2024-03-28,North,Headphones,2,73.87,147.74
3190,2024-03-28,North,Desk,4,210.07,840.28
3191,2024-03-28,North,Keyboard,3,43.52,130.56
3191,2024-03-28,North,Smartphone,3,754.94,2264.82
3191,2024-03-28,North,Desk,4,208.42,833.68
3192,2024-03-28,North,Keyboard,3,48.84,146.52
3192,2024-03-28,North,Mouse,3,25.95,77.85
3193,2024-03-28,West,Desk,2,196.57,393.14
3193,2024-03-28,West,Laptop,4,1051.88,4207.52
3194,2024-03-28,North,Chair,4,167.94,671.76
3195,2024-03-28,East,Keyboard,2,43.42,86.84
3196,2024-03-28,East,Desk,2,182.37,364.74
3196,2024-03-28,East,Monitor,1,230.28,230.28
3196,2024-03-28,East,Smartphone,1,832.78,832.78
3197,2024-03-28,West,Tablet,2,513.85,1027.7
3197,2024-03-28,West,Keyboard,1,42.33,42.33
3197,2024-03-28,West,Chair,1,159.12,159.12
3198,2024-03-28,South,Tablet,1,480.29,480.29
3199,2024-03-28,North,Chair,4,152.14,608.56
3199,2024-03-28,North,Headphones,3,75.61,226.83
3199,2024-03-28,North,Tablet,4,462.66,1850.64
3200,2024-03-28,East,Headphones,2,84.96,169.92
3201,2024-03-28,North,Chair,4,158.66,634.64
3201,2024-03-28,North,Laptop,4,1111.14,4444.56
3201,2024-03-28,North,Chair,2,145.14,290.28
3202,2024-03-28,South,Monitor,2,215.1,430.2
3202,2024-03-28,South,Mouse,3,24.72,74.16
3202,2024-03-28,South,Printer,2,137.87,275.74
3203,2024-03-28,East,Monitor,4,238.97,955.88
3203,2024-03-28,East,Mouse,2,24.07,48.14
3204,2024-03-28,South,Keyboard,2,44.98,89.96
3204,2024-03-28,South,Tablet,1,523.41,523.41
3205,2024-03-28,West,Keyboard,4,44.64,178.56
3205,2024-03-28,West,Chair,1,147.06,147.06
3206,2024-03-28,North,Smartphone,3,777.6,2332.8
3206,2024-03-28,North,Desk,3,219.89,659.67
3207,2024-03-28,South,Printer,4,133.29,533.16
3207,2024-03-28,South,Mouse,4,24.32,97.28
3207,2024-03-28,South,Chair,4,169.82,679.28
3208,2024-03-28,North,Tablet,4,534.68,2138.72
3209,2024-03-28,South,Mouse,4,25.26,101.04
3209,2024-03-28,South,Printer,4,148.7,594.8
3209,2024-03-28,South,Laptop,2,1153.43,2306.86
3210,2024-03-28,East,Headphones,1,83.08,83.08
3210,2024-03-28,East,Printer,2,132.16,264.32
3210,2024-03-28,East,Tablet,1,473.84,473.84
3211,2024-03-28,South,Keyboard,1,48.34,48.34
3212,2024-03-28,West,Monitor,1,213.08,213.08
3213,2024-03-29,South,Chair,4,172.9,691.6
3213,2024-03-29,South,Printer,1,133.23,133.23
3213,2024-03-29,South,Monitor,2,199.56,399.12
3214,2024-03-29,West,Mouse,1,24.24,24.24
3214,2024-03-29,West,Desk,1,212.15,212.15
3215,2024-03-29,East,Desk,3,187.63,562.89
3215,2024-03-29,East,Printer,4,127.91,511.64
3216,2024-03-29,West,Tablet,3,452.49,1357.47
3216,2024-03-29,West,Smartphone,2,725.94,1451.88
3216,2024-03-29,West,Printer,1,145.26,145.26
3217,2024-03-29,North,Desk,1,209.82,209.82
3217,2024-03-29,North,Chair,1,168.09,168.09
3217,2024-03-29,North,Tablet,3,507.42,1522.26
3218,2024-03-29,North,Keyboard,2,43.48,86.96
3219,2024-03-29,South,Chair,1,158.56,158.56
3220,2024-03-29,West,Headphones,3,72.49,217.47
3221,2024-03-29,North,Printer,3,147.13,441.39
3222,2024-03-29,West,Smartphone,4,865.22,3460.88
3222,2024-03-29,West,Printer,1,150.78,150.78
3222,2024-03-29,West,Mouse,3,24.71,74.13
3223,2024-03-29,North,Tablet,4,482.08,1928.32
3224,2024-03-29,North,Monitor,2,216.34,432.68
3225,2024-03-29,West,Smartphone,1,731.73,731.73
3225,2024-03-29,West,Headphones,1,86.4,86.4
3226,2024-03-29,North,Laptop,2,1039.21,2078.42
3227,2024-03-29,South,Monitor,2,215.29,430.58
3228,2024-03-29,East,Monitor,4,214.82,859.28
3228,2024-03-29,East,Keyboard,2,46.57,93.14
3228,2024-03-29,East,Keyboard,4,42.04,168.16
3229,2024-03-29,South,Monitor,1,204.88,204.88
3229,2024-03-29,South,Tablet,3,511.9,1535.7
3230,2024-03-29,South,Printer,2,150.85,301.7
3230,2024-03-29,South,Monitor,3,206.87,620.61
3231,2024-03-29,North,Smartphone,2,843.05,1686.1
3231,2024-03-29,North,Monitor,2,221.15,442.3
3232,2024-03-29,West,Printer,2,150.88,301.76
3232,2024-03-29,West,Laptop,2,1067.54,2135.08
3233,2024-03-29,North,Desk,1,206.58,206.58
3233,2024-03-29,North,Desk,4,217.06,868.24
3234,2024-03-29,East,Tablet,3,458.48,1375.44
3234,2024-03-29,East,Laptop,2,1170.23,2340.46
3235,2024-03-29,North,Headphones,2,77.52,155.04
3235,2024-03-29,North,Desk,2,192.55,385.1
3236,2024-03-29,South,Desk,2,196.75,393.5
3237,2024-03-29,North,Tablet,4,457.89,1831.56
3238,2024-03-29,North,Printer,3,152.59,457.77
3239,2024-03-29,West,Laptop,2,1116.78,2233.56
3239,2024-03-29,West,Tablet,3,503.62,1510.86
3239,2024-03-29,West,Tablet,3,468.13,1404.39
3240,2024-03-29,West,Keyboard,3,46.09,138.27
3240,2024-03-29,West,Desk,3,210.08,630.24
3241,2024-03-29,West,Desk,3,215.55,646.65
3241,2024-03-29,West,Monitor,2,232.02,464.04
3241,2024-03-29,West,Monitor,3,198.2,594.6
3242,2024-03-29,West,Desk,1,208.88,208.88
3243,2024-03-29,North,Printer,1,136.01,136.01
3243,2024-03-29,North,Desk,2,212.55,425.1
3244,2024-03-29,North,Desk,2,196.81,393.62
3244,2024-03-29,North,Keyboard,2,42.02,84.04
3244,2024-03-29,North,Chair,2,159.75,319.5
3245,2024-03-29,North,Tablet,4,455.17,1820.68
3245,2024-03-29,North,Laptop,4,1109.66,4438.64
3245,2024-03-29,North,Printer,3,132.51,397.53
3246,2024-03-30,East,Tablet,1,460.0,460.0
3247,2024-03-30,West,Tablet,2,526.95,1053.9
3247,2024-03-30,West,Keyboard,4,46.99,187.96
3247,2024-03-30,West,Smartphone,4,861.9,3447.6
3248,2024-03-30,South,Printer,4,130.75,523.0
3249,2024-03-30,East,Chair,2,148.93,297.86
3249,2024-03-30,East,Chair,1,145.01,145.01
3249,2024-03-30,East,Printer,1,144.62,144.62
3250,2024-03-30,North,Desk,2,209.05,418.1
3250,2024-03-30,North,Monitor,1,207.2,207.2
3250,2024-03-30,North,Monitor,4,235.65,942.6
3251,2024-03-30,East,Chair,4,154.03,616.12
3251,2024-03-30,East,Printer,1,133.45,133.45
3252,2024-03-30,South,Headphones,4,86.84,347.36
3253,2024-03-30,East,Keyboard,3,47.75,143.25
3254,2024-03-30,North,Monitor,3,203.2,609.6
3254,2024-03-30,North,Monitor,2,219.65,439.3
3254,2024-03-30,North,Tablet,3,549.63,1648.89
3255,2024-03-30,North,Headphones,3,82.32,246.96
3255,2024-03-30,North,Smartphone,1,836.6,836.6
3255,2024-03-30,North,Smartphone,4,776.56,3106.24
3256,2024-03-30,South,Monitor,4,217.26,869.04
3256,2024-03-30,South,Chair,1,169.37,169.37
3257,2024-03-30,North,Tablet,4,494.67,1978.68
3257,2024-03-30,North,Laptop,4,1053.42,4213.68
3257,2024-03-30,North,Laptop,2,1083.42,2166.84
3258,2024-03-30,North,Laptop,1,1139.07,1139.07
3258,2024-03-30,North,Headphones,4,82.76,331.04
3259,2024-03-30,North,Keyboard,1,49.16,49.16
3259,2024-03-30,North,Tablet,4,546.67,2186.68
3260,2024-03-30,East,Mouse,4,27.43,109.72
3260,2024-03-30,East,Desk,2,203.02,406.04
3261,2024-03-30,South,Printer,4,141.71,566.84
